Header_review,review_text,rating
Pretty good,Good,4.0
Nice product,Little problem some times not playing left  but it's good for this price no more choice,4.0
Excellent,Nice buds of this price range,5.0
Decent product,Battery is soo weak,3.0
Not good,Not the good product,2.0
Bad quality,Touch pad are not work properly,2.0
Super!,best  buds Q,5.0
Horrible,while in call the other end  complains of Voice echo...using it to hear music as of now. Didn't meet my expectations.,1.0
Not recommended at all,Not supported this phone,1.0
Worst experience ever!,Worst call quality,1.0
Perfect product!,Nice product,5.0
Super!,Super,5.0
Value-for-money,Nice 👍,4.0
Classy product,Nice audio but there no light indicaters.,5.0
Simply awesome,Awesome sound quality and fast delivery ❣️❣️💥💥💥,5.0
Brilliant,It's AWESOME but fit is not good but it's ok,5.0
Decent product,"Ok ok product, I bought it but I will not recommend to any buy this product. Problem to handle it",3.0
Fabulous!,Best 😘😘😘😘,5.0
Worth every penny,Really good,5.0
Simply awesome,So I'm very happy realme buds is very nice product battery backup so very nice battery-5* Bass-5* super saund -5*,5.0
Good choice,Great👍,4.0
Could be way better,Batrry low not only 25 minutes on,2.0
Classy product,Nice audio but there no light indicaters.,5.0
Simply awesome,Awesome sound quality and fast delivery ❣️❣️💥💥💥,5.0
Brilliant,It's AWESOME but fit is not good but it's ok,5.0
Decent product,"Ok ok product, I bought it but I will not recommend to any buy this product. Problem to handle it",3.0
Fabulous!,Best 😘😘😘😘,5.0
Worth every penny,Really good,5.0
Simply awesome,So I'm very happy realme buds is very nice product battery backup so very nice battery-5* Bass-5* super saund -5*,5.0
Good choice,Great👍,4.0
Could be way better,Batrry low not only 25 minutes on,2.0
Worth the money,Supperb product,4.0
Excellent,Good realme Hedset,5.0
Not good,After 2weeks of use - Realme Buds QNot up to expectations. Poor connection Sound quality is not so great. (Before buying I saw reviews and everyone were saying Bass and music is Good. But a BIG NO if you are a music lover like me)Sensor is useless.No noise control and surprisingly you hear your own voice.Charging is the only + in this Buds.Fitting is Good. I can do workout and skipping without any hesitation.Overall it's an Average product with this price. Big disappointment.,2.0
Awesome,Nice buds I really love it,5.0
Does the job,"Its worth for the price. Don't expect too much. It often falls from my ear, mostly one on the right. Not suitable  for gaming. When I play pubg the firing sound is audible only after 2 sec even in gaming mode with low latency. While listening to music and watching videos it works pretty good. I don't have any complaints with the battery backup. In indoors the call quality is good, other person can hear you clearly. In the case of outdoors  it's better not to use the headset, even though I hav...",3.0
Great product,Masterpiece,5.0
Nice product,In this price good product,4.0
Terrible product,Faulty product received,1.0
Could be way better,Not good for tuch,2.0
Nice product,Very Good product,4.0
Terrific,"While purchasing  buds q I watched many reviews  no good connectivity  issue but i am using this realme buds q since  1 month  and the product is Awesome.  No problem  in connectivity  Battery backup  is Very good no problem in charging  . Honestly,  BEST TWS UNDER 2000",5.0
Simply awesome,Good,5.0
Value-for-money,"Everything is good except the call quality..only for listening music and watching videos it is good..but when taking calls voice breaking ,,getting dstrbnce",4.0
Fair,Sound quality is averageBase is not goodBattery backup is averageBody is not strong ..,3.0
Not good,It doesn't support water resistant,2.0
Really Nice,Nice for price,4.0
Awesome,Good 🙂,5.0
Must buy!,It very elegant and superb bass is good when we compare to other sound quality of good looking stunning piece thanks to realme charging also good making speed process Paring of device is quick when I take it out of the case it connect automatically within 2 sec of really good....,5.0
Terrible product,This product is good but call connection is not perfect,1.0
Fair,This item uses only for listening music.. As I'm using.. Don't buy for 1. Calls2.live streaming3.calls on bikes4.voice breaking when you browsing net while on calls even using WiFi,3.0
Slightly disappointed,Not so great product as it was expected from realme.,2.0
Value-for-money,"Everything is good except the call quality..only for listening music and watching videos it is good..but when taking calls voice breaking ,,getting dstrbnce",4.0
Fair,Sound quality is averageBase is not goodBattery backup is averageBody is not strong ..,3.0
Not good,It doesn't support water resistant,2.0
Really Nice,Nice for price,4.0
Awesome,Good 🙂,5.0
Must buy!,It very elegant and superb bass is good when we compare to other sound quality of good looking stunning piece thanks to realme charging also good making speed process Paring of device is quick when I take it out of the case it connect automatically within 2 sec of really good....,5.0
Terrible product,This product is good but call connection is not perfect,1.0
Fair,This item uses only for listening music.. As I'm using.. Don't buy for 1. Calls2.live streaming3.calls on bikes4.voice breaking when you browsing net while on calls even using WiFi,3.0
Slightly disappointed,Not so great product as it was expected from realme.,2.0
Wonderful,Really very good 👍 @the price,5.0
Brilliant,It's good,5.0
Decent product,"Only For Music, Not For Calling. Coz It is Create Very Much Noise Pollution on other side when I calling.",3.0
Terrible product,Less space for touch,1.0
Value-for-money,Nice buds,4.0
Unsatisfactory,Don’t buy this product plzZ battry issuse probem,1.0
Slightly disappointed,crackling sound just after you pause music,2.0
Highly recommended,Perfect,5.0
Decent product,Bass effect to be improved,3.0
Just wow!,"Good ,battery backup is too good but this product is Chinese but cost is too much 2000",5.0
Wonderful,Good in this price range,4.0
Nice product,Very good product,4.0
Fair,Mic is not good .and bad connectivity,3.0
Wonderful,"Good for music, Calling ,  don't buy for gaming, latency is a big  issue even there is  gaming mode ,+ Watching movies  also has that latency issue",4.0
Nice product,After 15 days buds are not connecting to any device. Worst product,4.0
Perfect product!,Very good product good build quality n bass also thnxx flipkart,5.0
Bad quality,Calling not support with redmi 9 pro,2.0
Nice product,Nice product.,4.0
Good choice,Simply Superb,4.0
Good choice,Gud but not fit my eir,4.0
Nice product,Nice 👍,4.0
Classy product,Sach a Good product sell bu flipkart😁,5.0
Terrible product,Charging problem,1.0
Pretty good,After 10days experience Sound clarity was good at this price range.Base was goodFit in the ear perfect.But gesture handling was not good.,4.0
Wonderful,Osam and sound is ultimate,5.0
Bad quality,Sound not good,2.0
Nice product,Good product,4.0
Excellent,Batry issue,5.0
Terrible product,Worst quality,1.0
Perfect product!,Mst product👌 osm sound,5.0
Hated it!,Its very Cheap Quality and also during Running time its automatically Pause and play thats very disguisting.,1.0
Highly recommended,Good quality,5.0
Perfect product!,Very excellent,5.0
Perfect product!,I love this airpods its really too good tq Flipkart,5.0
Excellent,Good,5.0
Bad quality,"This good for listening music and watching movies but not for calls. No noice cancellation, but good at this price",2.0
Best in the market!,Nice....good product,5.0
Highly recommended,"Its nice product,but poor noise cancelation",5.0
Slightly disappointed,Very bad products,2.0
Highly recommended,Very good sound quality,5.0
Absolute rubbish!,Do not buy it's bad connection problem is the big issue I have taken 1 month before but now it's not working,1.0
Could be way better,I am playing pubg game middle delay to the sound,2.0
Worth the money,Super,4.0
Super!,Good quality product,5.0
Highly recommended,Sound quality is osamAmazing design Very comfortable product,5.0
Very Good,Sound quality - very good Bt connectivity- very goodCall clarity- averageDesign- sometime painful in earGriping- average,4.0
Awesome,My review after using 20 days.1. Battery is going good covering total day.2. Connecting with my real me mobile is fast didn't used for other mobile.3. Design quality is awesome so soft and slipped 2 times from my hand but strong enough not damaged.4. Working good for laptop even.,5.0
Fabulous!,Low cost better product .......nice one style and everything...😘,5.0
Waste of money!,Worst product in the market probablyIs been only 10 days of use and its not working First the right earbud stoped workingNow the whole divice is not connecting via bluetooth....,1.0
Worth every penny,Ok,5.0
Good,"Audio quality is good, bass is also ok ok , connectivity is also good , but but but voice quality on phone calls is below average mic doesn't work good overall average product",3.0
Brilliant,"Good qualityExcellent in soundEasy to connect in every phone (in 4 second)Low priceI will use in oppo f17 pro, vivo v20, redmi note 7pro, redmi y1,y2, oppo a57, vivo v11 pro, apple Connect with all phone 📱",5.0
Awesome,Super,5.0
Waste of money!,Worst product don't buy this.after the return option ended.at the next day both airpods were not worked.thank you flipkart,1.0
Nice,"Product is good but  type c port is not given ,and call lifting process is not working",3.0
Great product,"Quality good ,sound good, bass also good",5.0
Brilliant,Superrrrrrrr se uperrrrrrrrr amazing product the markit prize 2349 rupees but I buy at just rupees 1499 I got amazing deal thanks flipkart1) battery backup 20 hrs one time use 4:5hrs And buds backup 15:5hrs,5.0
Brilliant,Nice products,5.0
Nice,"The product is good, but the opening of the box is difficult because of its shape, its round shaped",3.0
Wonderful,"The best budget tws earphones in the market.Wow unexpected sound.Actually i did not think that it will provide that much bass.Best for bass lovers.Video latency works fine.Gaming latency i will tell 4 out of 5.Coz in every wireless earphones or in earbuds u will definitely feel this. At any price range.Bt this one a works fine.Music blayback is good. overall ya at this time in this price range its the best.Battery backup is fine as said by company.Lightweight, easy to carry. No co...",5.0
Wonderful,Very good product ☺️,5.0
Worth the money,Awesome,4.0
Value-for-money,Nice,4.0
Really Nice,Very nice buds under budget,4.0
Excellent,Nice product Good sound quality Battery was Awesome,5.0
Mind-blowing purchase,Good product,5.0
Terrific purchase,"Considering the price it is worth every penny. Battery backup is amazing, also the design is comfortable for longer use.",5.0
Awesome,Best budget earbuds,5.0
Awesome,Fast delivery. Well packed and quality product.,5.0
Worth the money,Just okey products,4.0
Really Nice,Mic quality is bad outdoors...! If u are buying for calls.. better go for neckbands...!,4.0
Must buy!,Superb quality TQ flipkart,5.0
Decent product,All rounder but one question for realme  Buds charging with case light on or off?,3.0
Terrific,Best qwality,5.0
Value-for-money,Gaming mode is useless No low latency Game sound is too late...I am not satisfied...,4.0
Decent product,After 15 days use I'm giving 3 rating. Okay okay Product ...,3.0
Really Nice,Good product at good rate,4.0
Good,Review after 10 days ... Am okay with product.. Good for  music lover.... Average for call  receiver get littel bit noise and not recommended for gammers... Game mode is not working.. If i turn on game   sounds get too late almost 1 sec.. With game is good compare to game mode.... And build quality is good.. Connectivity issues is their some times,3.0
Great product,Super,5.0
Fair,Connectivity issues some time,3.0
Just wow!,Best Value For Money,5.0
Worth every penny,Awesome .....♥️♥️♥️♥️,5.0
Really Nice,Product is good.but not showing battery percentage ..,4.0
Value-for-money,"Good product for listen music, streaming and media but not for gaming because the sound latency is not so good",4.0
Good quality product,"Cute buds and charging case, pocket friendly case, super build in quality",4.0
Could be way better,Not worth for calling at all... Only can be used for listening songs,2.0
Value-for-money,No safety not bad your choice,4.0
Good quality product,Great,4.0
Worth every penny,Ovar oll good,5.0
Really Nice,Good product 👍,4.0
Best in the market!,Nice sound good quality,5.0
Really Nice,Product is good.but not showing battery percentage ..,4.0
Value-for-money,"Good product for listen music, streaming and media but not for gaming because the sound latency is not so good",4.0
Good quality product,"Cute buds and charging case, pocket friendly case, super build in quality",4.0
Could be way better,Not worth for calling at all... Only can be used for listening songs,2.0
Value-for-money,No safety not bad your choice,4.0
Good quality product,Great,4.0
Worth every penny,Ovar oll good,5.0
Really Nice,Good product 👍,4.0
Best in the market!,Nice sound good quality,5.0
Really Nice,Overall performance was goodOnly the lid seems to be little bit weakTo be used carefully 😅,4.0
Perfect product!,Some problem regarding the sound of ph calls receiver.Otherwise fantastic.,5.0
Simply awesome,Nice product,5.0
Must buy!,Amazing 😱 product sound quality is too good🤗 and the gaming mode with 119 ms is amazing. This is too good product all of earbuds it is noise consoling it have own😈 app realme link app in which we can change it setting and can enjoy🤘 on our way I suggest to buy these earbuds to all because it have amazing features loved😍😘 this product😘,5.0
Terrific purchase,Nice product great price must buy it,5.0
Unsatisfactory,"Don't go through this product, it's get disconnected again and again",1.0
Wonderful,Very nice buds,5.0
Best in the market!,Osam,5.0
Terrific,Nice product with decent sound quality and with good touch control and battery life is durable up-to 4hrs straight...,5.0
Does the job,Sound quality could have improved.,3.0
Brilliant,Good Product long battery backup,5.0
Worth the money,Super product,4.0
Awesome,Super,5.0
Utterly Disappointed,"Capacitive touch is not so responsive, rest sound quality and battery life is good.",1.0
Delightful,Everything is  fine but  call  quality  is  very  poor.,4.0
Very Good,"Sound quality is superb, bass is good, battery back up 3.5 to 4 hours maximum",4.0
Waste of money!,Worst product defected in 15 days,1.0
Worth every penny,Always good but phone calls no use,5.0
Great product,Superb,5.0
Just okay,in this price point product is just ok,3.0
Terrific,Awesome Product...,5.0
Good choice,The battery life was good it could last a week easily with the case and the sound quality & microphone quality was good but not the best but overall good design &  build quality for the price it's absolutely worth it,4.0
Fabulous!,Gd sound,5.0
Good,"Good in first week but then it started creating problems,,,,, latency is big issue ...not highly satisfied",3.0
Just wow!,It Was Too Good & Nice Looking,5.0
Great product,"Very nice product with best sound,baatery,design and value of money.",5.0
Slightly disappointed,"Very bad, Connection issue, Right buds is disconnected automatically,.Very disappointing.Trust me Don't buy",2.0
Value-for-money,"It was okay considering the price. You can't expect to pay a meager price for a top notch product. For it's price, it is definitely a bang for a buck! It you don't want to spend too much on earphones and want to do away with those wires. I'd say you should definitely go for it. No worries at all except obviously sometimes for a few seconds it goes blank but it's quite bearable and gets back on track in no time whatsoever!",4.0
Great product,I like so much awesome,5.0
Wonderful,Superb quality 👍,4.0
Simply awesome,Very nice buds love u,5.0
Simply awesome,Best product in Rs,5.0
Nice,"Cons :1. No battery indicator on case. Have to rely on realme app.2. No realme app support of iPhones3. Not best suited for phone calls - Mic performance can be improved4. Buds are not soft. Boat Tws buds are soft. Pros :1. Stylish case and light weight buds2. Good sound3. Price range The product is not returnable. If I get a chance, I would return this and go with Boat Airdopes 402.",3.0
Nice product,Loved it,4.0
Worth every penny,Highly Recommended to buy the product was delivered on 19.11.2020 thanks for the fast delivery to Flipkart since it was delivered before the promised date of delivery. really unexpected level of deep bass and voice clarity over music and movie dialogues. simply superb. performing good. Sound balancing was done so perfect. last but not the least the case backup was extraordinary.....,5.0
Great product,Nice,5.0
Wonderful,Good luck,4.0
Awesome,Good,5.0
Not recommended at all,The bluetooth connectivity is bad...it gets disconnected several times,1.0
Really Nice,"Sound quality was not good a little low , perfect fit no pain and excellent battery backup",4.0
Excellent,Superb product,5.0
Worth the money,Good,4.0
Terrific,Completly nice product worth to money and i love this,5.0
Brilliant,Best,5.0
Perfect product!,Awesome Product...,5.0
Worst experience ever!,Wrost experience fr delivery boy ..That's behavior are very very badDon't like it,1.0
Good,super,3.0
Terrific purchase,Very good,5.0
Wonderful,Osm good sound amazing,5.0
Wonderful,Good Product Real Real me....,5.0
Must buy!,That's amazing 😊,5.0
Waste of money!,Battery of ear bugs is draining  in 1 hour.,1.0
Worth every penny,Super product and what a fastest delivery thanks flipkart....,5.0
Very Good,"Crystal clear Voice Calls & bass explodes, battery life is impressive, with pretty good look.",4.0
Unsatisfactory,DELAY sound in Gaming mode. ... We can't play pubg. Its lagging while playing games.,1.0
Worst experience ever!,Give me a soap in the box  .totally waste of money,1.0
Don't waste your money,Very bad .. battery capacity is low,1.0
Nice product,Some what better,4.0
Wonderful,Good,4.0
Worth the money,Good product by realme at offardable price for all. Worth for money.,4.0
Just okay,"Excellent product at this  price,easy connectivity ,comfortable,",3.0
Wonderful,Nice but not for gaming it last online for 2to 2:30 hours,5.0
Terrific,100 percentage great product,5.0
Pretty good,Good,4.0
Fabulous!,Nice product and good battery backup very nice design,5.0
Fair,Mic not working up to the level,3.0
Wonderful,Awesome product by real me and No 1 earbuds in low budget at Rs 2000 Definitely very much satisfied to buy this product,5.0
Very Good,Built quality and sound quality is good but have connectivity issue,4.0
Simply awesome,Very good product,5.0
Super!,Nice product .and.good,5.0
Delightful,I see people are screening in review section about not having charge indicator. If you charge your case if it is lighting red then it is not fully charged and if it lights green it means it is full.sound is like in theatre. Right earbud connects faster than left one.no noticeable latency and overall worth the cost.,4.0
Nice product,Bass was very less.. must to improve... Design good.. worth for money. Battery pack up medium..,4.0
Terrific,Everything is fine but little bit mic issue while driving,5.0
Worthless,"While riding or driving opp person cant hear what we speak, not worth for money",1.0
Highly recommended,Awesome product,5.0
Worth the money,Volume is litile bit low..Batery nd design are fine.Value for money,4.0
Not recommended at all,Worst quality....never buy....,1.0
Great product,Sounds quality good,5.0
Did not meet expectations,Goods are not good according to price,1.0
Simply awesome,Super product,5.0
Brilliant,"Good one, go for it",5.0
Just okay,It's awesome in every way possible. Only problem is with connectivity and noise cancellation while talking. In these two aspects it's very poor.,3.0
Super!,good sound nic,5.0
Great product,Superb.....,5.0
Pretty good,Awesome,4.0
Fair,Sound quality good but bass quality not good,3.0
Highly recommended,I love it Nice sound quality with compact design,5.0
Excellent,Amazing' earphoneEk bar try karo or maje lo☺️☺️☺️☺️☺️realme products mst,5.0
Delightful,overall good item in just rupees 1499,4.0
Perfect product!,I had never got a low battery level from the day of purchase.★★★★★,5.0
Does the job,After2 weeks charge case is not working properly... the earbuds not getting charged....And I use this product less often and still this happens ..,3.0
Bad quality,Problem with charging,2.0
Not recommended at all,Touch is not working properly... Connectivity problem,1.0
Does the job,Good to listen songs and calls but the main con is the design it doesn't fit in the ear for everyone and gets earache after 1 to 2 hrs of usage. Definitely irritated with the touch controls. Anyway at this price go for it,3.0
Just okay,Connectivity range is poor,3.0
Fair,Mice is very poor...but sound is best.,3.0
Good choice,"Quality and build is good, sound is also good, but it is not comfortable for me bcoz buds are not fitting in my ear properly, I should adjust them frequently like for every 15min and after 1hr of use my outer ear started paining. Buds are really awesome design and everything but i faced this problem.",4.0
Mind-blowing purchase,"#Turban users is not comfortable with this product is a  PainfulGood and best product . I'm MI fan but really realme link app is very useful your Realme Buds Q ,is showing battery parentage and more customization",5.0
Excellent,Superb good sound quality loved it,5.0
Terrific,Kam quality batter than other brands,5.0
Waste of money!,Plzz don't buy After 3days box not taking charge Due to this buds are also nat charged Box quality is very poor Don't buy plzz,1.0
Fabulous!,Excellent Earbuds and excellent Flipcart services,5.0
Fabulous!,Better product,5.0
Terrific purchase,Amazing,5.0
Not recommended at all,Touch Sensor are not working properly.,1.0
Wonderful,Valuable product,5.0
Excellent,At that price point the tws head phone is just awesome. But the case cap little cheap quality. Bass is great but mid & lows are not that good. Vocals are decent quality. Battery backup is great. over all value for money product.,5.0
Terrible product,failed expectations 3rd month and it not working anymore no external damage. reporting this now,1.0
Delightful,Sound break problm with wifi and normal use also break sound otherwise good,4.0
Could be way better,We could not hear a call speaker,2.0
Worth every penny,Nice best at rs1499 best airbuds this range,5.0
Fabulous!,Better product,5.0
Terrific purchase,Amazing,5.0
Not recommended at all,Touch Sensor are not working properly.,1.0
Wonderful,Valuable product,5.0
Excellent,At that price point the tws head phone is just awesome. But the case cap little cheap quality. Bass is great but mid & lows are not that good. Vocals are decent quality. Battery backup is great. over all value for money product.,5.0
Terrible product,failed expectations 3rd month and it not working anymore no external damage. reporting this now,1.0
Delightful,Sound break problm with wifi and normal use also break sound otherwise good,4.0
Could be way better,We could not hear a call speaker,2.0
Worth every penny,Nice best at rs1499 best airbuds this range,5.0
Brilliant,Best products,5.0
Hated it!,Bakwas products..... Dont buy,1.0
Good,Many problems in this item,3.0
Very Good,Nice,4.0
Must buy!,Super product Q BUDS,5.0
Waste of money!,Bad product,1.0
Utterly Disappointed,Very bad product within 10 days one ear bud not working,1.0
Fabulous!,"🔊 sound is awesome, light weight",5.0
Fabulous!,Good,5.0
Classy product,Just awesome..❤❤❤,5.0
Very poor,Bad,1.0
Pretty good,Best for music and worst for outdoor calling... Inside room it is ok..,4.0
Just wow!,Amazing,5.0
Just wow!,If u use a realme x series like me and u have dolby Atmos feature this is an excellent pick.Battery backup on mobile is almost 4hrs and can charge 4 to 5 times with case.But not suitable for windows 10 laptop. If u want to use this earphones with laptop plzz buy dolby Atmos for 824rs and try these earphones.It was excellent with dolby atmos on.I also used realme buds wireless for 7 months and this ear buds beat the bass and sound quality of the realme buds wireless.I couldn't use my ...,5.0
Terrific purchase,Superr,5.0
Does the job,In traveling not used,3.0
Super!,Just amazing.. best for relme smartphone with BT 5.,5.0
Wonderful,Best product worth every penny,5.0
Super!,Very good product for this price 👍,5.0
Nice product,Ok good,4.0
Useless product,V bad,1.0
Decent product,3 stars for dealyed deliveryThe product is overall good but the battery backup is average.,3.0
Must buy!,Love u this product,5.0
Awesome,good 👍,5.0
Must buy!,in thid price everthung is gud,5.0
Good choice,"The sound is awesome, go for it!",4.0
Fabulous!,Value for money.,5.0
Excellent,Awesome....Must buy it,5.0
Excellent,Bass is as good as expectations.Sound quality is superb.Connect within seconds in Indoor and Outdoor as well.Overall a very good product in this price range.,5.0
Decent product,Its sound and bass is excellent but very late responce if you are buying this for playing games like pubg then dont buy but if you are buying for normal use listening song then its an excellent product.,3.0
Perfect product!,Good .... And best 😊,5.0
Best in the market!,Its awesome 😊🤗,5.0
Really Nice,It's compatible with galaxy j8 but for redmi y2 running in nougurt isn't that much compatible with it . U can play pause change songs and YouTube videos . But isn't compatible for galary videos or website videos. But can easily be done in j8 running in android 10. So 4 stars cuz it needs higher version compatibility of android and doesn't operate with google assistant. But if these two faults got resolved then it's a 5 stars from me .,4.0
Excellent,Best,5.0
Does the job,Very good sound Quality and Battery back up..case build quality not good..!,3.0
Pretty good,Awesome 👍 thnku Flipkart,4.0
Classy product,Nice,5.0
Decent product,"Earbuds don't fit your ears righteously. Everything is good with the buds but only fitting is worse, it comes out of your ears while cycling,riding or traveling in a sitting manner.",3.0
Really Nice,Good,4.0
Terrific purchase,Build quality is great. Very good quality about songs bt the gaming mode is average .......I bought it 1489 so it's a beast in this price range.,5.0
Wonderful,Good product 👍,5.0
Just wow!,IM writing my review after I'm using 1 week ...sound quality is good....bass is also good ...call quality is also good ... Battery backup is also ok...CONS I have no extra buds in this product ... if ur eating or going jogging ..sometimes the buds dropped down....,5.0
Bad quality,One earbuds is proper working but 2nd buds is not working with in 2 weeks,2.0
Good choice,Small design and good looking charging caseAverage bass good sound quality,4.0
Wonderful,Quality is nice... on 1500 rs,4.0
Terrific purchase,Excellent quality go for it 👍,5.0
Classy product,Fantastic...,5.0
Waste of money!,Running problem out of ear,1.0
Highly recommended,Best buds,5.0
Terrific,Very good quality,5.0
Perfect product!,Best product,5.0
Decent product,"I don't know why but mine took 2-3 sec to actually start audio either playing in phone or laptop.. although sound quality is quite good and has almost no latency in audio delivery. Will definitely suggest, best product in this price range..",3.0
Just okay,"Build quality is very cheap honestly,,, and led light doesn't working otherwise all are good",3.0
Highly recommended,product is Good,5.0
Does the job,Overall good. Some more features they want to add.As per price it's much low compare to other product. I got Rs 1400 in festival offer I got finally  go for it.,3.0
Pretty good,Calls quality not on the margin over all good product,4.0
Must buy!,It is superly working bass is awesome,5.0
Wonderful,"i really liked it , sound quality is amazing and its build quality is superb it is so light weight  and in 1499 RS it is so excellent.",4.0
Perfect product!,Excellent SoundAwesome bass boosted Best Bluetooth Device in this price segment,5.0
Don't waste your money,It stopped working and charging after some days of arival,1.0
Awesome,Worthy product... Sound quality is very good,5.0
Fair,It has some issues with mic and touch sence,3.0
Brilliant,Best in class.....highly recommended,5.0
Fabulous!,I using this product for one week sound and battery backup is just awesome,5.0
Good,Not able to attend calls,3.0
Terrific purchase,Nice buds q cheap and best,5.0
Wonderful,Good,4.0
Excellent,It's awesome product,5.0
Great product,I was happy to purchase this product because design sound is superb.,5.0
Mind-blowing purchase,Sound quality of this product amazing..Battery backup is very good...,5.0
Classy product,Really super product Nice design,5.0
Brilliant,Best in class.....highly recommended,5.0
Fabulous!,I using this product for one week sound and battery backup is just awesome,5.0
Good,Not able to attend calls,3.0
Terrific purchase,Nice buds q cheap and best,5.0
Wonderful,Good,4.0
Excellent,It's awesome product,5.0
Great product,I was happy to purchase this product because design sound is superb.,5.0
Mind-blowing purchase,Sound quality of this product amazing..Battery backup is very good...,5.0
Classy product,Really super product Nice design,5.0
Highly recommended,so perfect product,5.0
Fabulous!,Sound Quality is awesome and battery backup is very good.its very comfortable to use.,5.0
Best in the market!,"Very Very Nice product , Sound Quality And Design is superb",5.0
Good,Sound is good at this price. You have to listen on higher volume. Bass is good. Battery life is what they promise. Problem - it lags both in video player & in PUBG.                  For video u can adjust the lag from the player but for   PUBG it's a GREAT DISADVANTAGE.Make ur choice based on the purpose.,3.0
Useless product,"Waste product, Connection issues and all",1.0
Good,Could not fit in ears,3.0
Did not meet expectations,This is waste product,1.0
Brilliant,"Review after 3  weeks, the battery works perfectly. Don't mind the negative comments about the charge my battery works perfectly fine and no signs of dis functoning yet . Plus the sound quality is superb and I've watched 2 movies with it without putting it back to case to recharge. It's a perfect truly wireless for your daily use and only drawback is that it doesn't show how much charge left in the case",5.0
Good quality product,Size of the earbuds is too good.. It's fit in the ear so comfortable 🎶,4.0
Pretty good,Nyc Device but problem facing with realme link app it was not connecting in app overall device was awesome  super bass,4.0
Great product,"Excellent Product. Happy to Buy, wonderful sound quality with beautiful design.",5.0
Not recommended at all,"Very bad product , battery quickly drain, and also connectivity issues are there... Am very disappointed",1.0
Value-for-money,Awesome 🔊👌,4.0
Pretty good,Good till now!! Will update after 1 month..,4.0
Bad quality,Worrest,2.0
Good quality product,Good,4.0
Utterly Disappointed,Very bad quality,1.0
Best in the market!,Amazing quality,5.0
Brilliant,It's amazing and very good product,5.0
Great product,Awesome,5.0
Good choice,It's nice.,4.0
Excellent,Great product,5.0
Excellent,best in segment,5.0
Terrific,After 15 days uses I post my feedback real me buds thumsup great product,5.0
Great product,Awesome,5.0
Must buy!,In This price range superb,5.0
Very Good,"Nice earbuds and product.Not for phonecalls.Best at this price range.Thank you flipkart and realme.Delighted by attractive rates, timely delivery and good product.",4.0
Simply awesome,Got but buy it on offerWorth for money,5.0
Best in the market!,Nice product...i am happy with this ...,5.0
Brilliant,One of the best product of that priceSimply good,5.0
Value-for-money,Bought it for 1265 during BBD..Thanks Flipkart,4.0
Great product,Thanks to flipkart..... excellent product,5.0
Does the job,Connectivity problem while calling . Over all good product,3.0
Very poor,Worst product..,1.0
Simply awesome,Perfect Products 👌,5.0
Just wow!,Forgot about what others say review video. this is awesome product but buy and feel the sound.,5.0
Fabulous!,Osm Q buds .I love it,5.0
Delightful,Awesome value for money,4.0
Waste of money!,good,1.0
Really Nice,Good product,4.0
Decent product,The microphone is the weak point and it kills the experience when you call,3.0
Overall Good TWS,"Bought it for 1499 on Big Billion Days. Pretty impressed by the audio quality at that price. The touch area is not very responsive have to try multiple times to work for particular control like next track, voice assistant etc.,",5.0
Great product,Simply awesome.........but sometimes when i disconnected it & connect it again......it does not connects but after putting the buds in tha case & then took it out then it works fine......,5.0
Does the job,Very bad voice quality while calls... not happy...,3.0
Classy product,Its nice too good i love it😍,5.0
Must buy!,Good product,5.0
Wonderful,Value for Money This price range Good Product Super ❤,4.0
Decent product,Nice. design also good. Sound also good. But Boss is not satisfied. Ear pain after hear fifteen minutes sound.,3.0
Decent product,Not exceptional.. connection issues sometimes.. overall average.,3.0
Nice product,Good,4.0
Excellent,"Sound quality Awesome , Wow Experience with products,Very comfortable device,Battery long lasting. I am very satisfied with Product ...👌👌👌",5.0
Brilliant,Osm I love it,5.0
Super!,Very Good product,5.0
Brilliant,I love this it's amazing sounds and bass value of money 💓💓💓💓,5.0
Simply awesome,Good but delivery time is too late,5.0
Good quality product,Good,4.0
Simply awesome,Superb and very smooth Or usefully,5.0
Just wow!,Best thing,5.0
Worth the money,Nice,4.0
Could be way better,volume is ok ok but bass is soo good,2.0
Fair,"The product arrived just as expected with a good packing and included a usb charging cable, extra earbuds and warranty.After few days of use, i found out that the Bluetooth range has issues coz it disconnects abruptly if I move from one room to another.A few weeks later, the connections are interrupted at times, which is really agitating for me.This is an OK product, though not highly recommended from by behalf.",3.0
Terrific purchase,Awesome,5.0
Utterly Disappointed,"I say that to realme company your earbuds is so good but but there is a little problem that is calling problem when someone call me and I received the call but when ever I say something to he/she. That person are told to me your sound is not coming what you say I can't listen, then I'm say to he/she that person told me you are in earphone right I'm say yes then that person say to me plz removed your earbuds then say ......... This is the main problem, so I say to realme company that plz check...",1.0
Classy product,Good product,5.0
Worth the money,touch... 2/5,4.0
Simply awesome,Battery backup up to 3 hours max. For buds,5.0
Terrific purchase,Super sound quality but ears not perfect fitting,5.0
Terrific purchase,The product is excellent best in this price and i really love this❤❤ . I have no words to explain this because all things are good,5.0
Wonderful,Intelligent touch control amazing fetures,5.0
Great product,Good job,5.0
Terrific,Nice,5.0
Very Good,Sound is awesome 😍,4.0
Terrific,Marvelous everything ☺️.,5.0
Best in the market!,Best valueable for Money,5.0
Just wow!,Very good bettey backup and excellent sound quality,5.0
